,UniProtID,Symbol,FullName,GOIDs,Tissues
149,F2Z2X4,XPO4,Exportin-4,"['GO:0005829', 'GO:0005654', 'GO:0005049']",[]
150,F2Z316,XPNPEP3,Xaa-Pro aminopeptidase 3,[],[]
151,F2Z3A1,REV3L,DNA polymerase zeta catalytic subunit,"['GO:0016035', 'GO:0019985']",[]
152,F2Z3E8,ATIC,Bifunctional purine biosynthesis protein PURH,[],[]
153,F2Z3F0,VPS50,Syndetin,[],[]
154,F2Z3G4,KPNA1,Importin subunit alpha-5,"['GO:0005737', 'GO:0005634', 'GO:0061608', 'GO:0008565', 'GO:0006606']",[]
155,F2Z3M5,JPT1,Jupiter microtubule-associated homolog 1,[],[]
156,F2Z3P3,PCGF3,Polycomb group RING finger protein 3,[],[]
157,F5GWN5,PIK3C2B,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,"['GO:0005829', 'GO:0005654', 'GO:0016301', 'GO:0035091', 'GO:0046854', 'GO:0048015']",[]
158,F5GX24,G2E3,G2/M phase-specific E3 ubiquitin-protein ligase,"['GO:0005829', 'GO:0043231', 'GO:0046872', 'GO:0004842']",[]
159,F5GZM6,ZNF701,Zinc finger protein 701,"['GO:0005634', 'GO:0003677', 'GO:0000981', 'GO:0046872']","['Teratocarcinoma', 'Lymphoma', 'Testis']"
160,F5H4V6,RAD51AP1,RAD51-associated protein 1,"['GO:0005634', 'GO:0003690', 'GO:0003723', 'GO:0003697', 'GO:0006281']",[]
161,F5H644,ZNF140,Zinc finger protein 140,"['GO:0003676', 'GO:0006355']",[]
162,F5H8H2,MVK,Mevalonate kinase,"['GO:0005737', 'GO:0005524', 'GO:0004496', 'GO:0006695', 'GO:0019287']",[]
163,F5H8K1,VPS45,Vacuolar protein sorting-associated protein 45,"['GO:0010008', 'GO:0005794', 'GO:0000139', 'GO:0016021', 'GO:0008021', 'GO:0007596', 'GO:0006886', 'GO:0006904']","['Brain', 'Leukocyte', 'Hematopoietic stem cell', 'Gastric mucosa', 'Colon', 'Hippocampus', 'Erythroleukemia', 'Liver']"
164,F5HIN0,ORF56,DNA primase,"['GO:0042025', 'GO:0005524', 'GO:0003896', 'GO:0004386', 'GO:0046872', 'GO:0039686']",[]
165,F6RAJ7,CDPF1,Cysteine-rich DPF motif domain-containing protein 1,[],[]
166,F6VXT0,FOXJ3,Forkhead box protein J3,[],[]
167,F8VNS3,OXSM,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",['GO:0003824'],[]
168,F8VWT6,FGD6,"FYVE, RhoGEF and PH domain-containing protein 6",[],[]
169,F8W6N5,TBRG1,Transforming growth factor beta regulator 1,['GO:0008285'],[]
170,F8W7J2,ATG4A,Cysteine protease ATG4A,"['GO:0004197', 'GO:0006914']",[]
171,F8W7X4,FAM126B,Protein FAM126B,[],[]
172,F8W7X8,TLK1,Serine/threonine-protein kinase tousled-like 1,[],[]
173,F8W7Y5,WDR48,WD repeat-containing protein 48,[],[]
174,F8W860,PI4KB,Phosphatidylinositol 4-kinase beta,"['GO:0046854', 'GO:0048015']",[]
175,F8W898,POLR1B,DNA-directed RNA polymerase I subunit RPA2,"['GO:0005829', 'GO:0005730', 'GO:0005654', 'GO:0005736', 'GO:0003677', 'GO:0003899', 'GO:0046872', 'GO:0032549', 'GO:0007566', 'GO:0017126', 'GO:0045815', 'GO:0009303', 'GO:0006363', 'GO:0006361']","['Spleen', 'Testis', 'Pancreas', 'Erythroleukemia']"
176,F8W8D4,UBA3,NEDD8-activating enzyme E1 catalytic subunit,"['GO:0019781', 'GO:0045116']",[]
177,F8W8F0,UBE2E2,Ubiquitin-conjugating enzyme E2 E2,[],[]
178,F8W8J6,PSMD13,26S proteasome non-ATPase regulatory subunit 13,[],[]
179,F8W8L1,PMS1,PMS1 protein homolog 1,"['GO:0032300', 'GO:0016887', 'GO:0006298']",[]
180,F8W8R6,KDM6A,Lysine-specific demethylase 6A,"['GO:0071558', 'GO:0046872', 'GO:0010468']",[]
181,F8W8T7,SDAD1,Protein SDA1,"['GO:0005730', 'GO:0030036', 'GO:0042273', 'GO:0000055']",[]
182,F8W8W7,TGOLN2,Trans-Golgi network integral membrane protein 2,"['GO:0030665', 'GO:0005788', 'GO:0005768', 'GO:0005794', 'GO:0016021', 'GO:0005654', 'GO:0005886', 'GO:0005802', 'GO:0030140', 'GO:0030133', 'GO:0044267', 'GO:0061024', 'GO:0043687']","['Liver', 'Placenta', 'Fetal liver', 'Fetal thymus', 'Uterus', 'Liver', 'Cervix', 'Prostate', 'Cervix carcinoma', 'Liver', 'Cervix carcinoma', 'Cervix carcinoma', 'Liver']"
183,F8W9L6,LRMP,Lymphoid-restricted membrane protein,[],[]
184,F8W9L8,PHF20L1,PHD finger protein 20-like protein 1,"['GO:0005634', 'GO:0046872', 'GO:0006355']",[]
185,F8W9W0,EPHA5,Ephrin type-A receptor 5,"['GO:0016021', 'GO:0005524', 'GO:0005003']",[]
186,F8W9X7,CCDC93,Coiled-coil domain-containing protein 93,['GO:0043231'],[]
187,F8WA34,ACYP2,Acylphosphatase,['GO:0003998'],[]
188,F8WA39,MTMR1,Myotubularin-related protein 1,"['GO:0005737', 'GO:0005886', 'GO:0052629', 'GO:0004438', 'GO:0004725', 'GO:0046856']",[]
189,F8WAF5,NABP1,SOSS complex subunit B2,[],[]
190,F8WAF9,ATG16L1,Autophagy-related protein 16-1,[],[]
191,F8WAK7,POLR1B,DNA-directed RNA polymerase I subunit RPA2,[],[]
192,F8WAL3,ZNF528,Zinc finger protein 528,"['GO:0003676', 'GO:0006355']",[]
193,F8WAQ4,BTBD3,BTB/POZ domain-containing protein 3,[],[]
194,F8WAR8,TEX261,Protein TEX261,[],[]
195,F8WAU9,KMT2E,Inactive histone-lysine N-methyltransferase 2E,['GO:0046872'],[]
196,F8WAW9,HUS1,Checkpoint protein HUS1,"['GO:0030896', 'GO:0005730', 'GO:0000077']",[]
197,F8WAY9,TFDP2,Transcription factor Dp-2,"['GO:0005667', 'GO:0003700', 'GO:0003712', 'GO:0008134', 'GO:0000278', 'GO:0051726']",[]
198,F8WAZ6,PMPCB,Mitochondrial-processing peptidase subunit beta,"['GO:0017087', 'GO:0046872', 'GO:0004222', 'GO:0006627']",[]
199,F8WAZ7,RAD18,E3 ubiquitin-protein ligase RAD18,"['GO:0003697', 'GO:0061630', 'GO:0006301', 'GO:0006513']",[]
200,F8WB19,SLC35F6,Solute carrier family 35 member F6,[],[]
201,F8WB27,SEC63,Translocation protein SEC63 homolog,['GO:0016021'],[]
202,F8WB65,SEPT2,Septin-2,['GO:0005525'],[]
203,F8WB69,UBXN7,UBX domain-containing protein 7,[],[]
204,F8WB86,UBXN4,UBX domain-containing protein 4,[],[]
205,F8WBD4,ZKSCAN5,Zinc finger protein with KRAB and SCAN domains 5,"['GO:0005634', 'GO:0003700']",[]
206,F8WBF3,OXNAD1,Oxidoreductase NAD-binding domain-containing protein 1,[],[]
207,F8WBF6,XYLB,Xylulose kinase,[],[]
208,F8WBF9,NDRG3,Protein NDRG3,[],[]
209,F8WBG4,GNAI2,Guanine nucleotide-binding protein G(i) subunit alpha-2,[],[]
210,F8WBH0,ATL2,Atlastin-2,[],[]
211,F8WBI5,NIPSNAP2,Protein NipSnap homolog 2,[],[]
212,F8WBJ7,TMEM245,Transmembrane protein 245,['GO:0016021'],[]
213,F8WBQ6,ABHD10,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",[],[]
214,F8WBS5,RPL35A,60S ribosomal protein L35a,"['GO:0005840', 'GO:0003735', 'GO:0006412']",[]
215,F8WBT3,MTMR14,Myotubularin-related protein 14,[],[]
216,F8WBU5,RNF181,E3 ubiquitin-protein ligase RNF181,[],[]
217,F8WBW1,COMMD2,COMM domain-containing protein 2,[],[]
218,F8WBX0,SCRN3,Secernin-3,['GO:0016805'],[]
219,F8WC41,COMMD2,COMM domain-containing protein 2,[],[]
220,F8WC68,DXO,Decapping and exoribonuclease protein,[],[]
221,F8WCA6,THOC7,"Ngg1 interacting factor 3 like 1 binding protein 1, isoform CRA_b","['GO:0000445', 'GO:0006397']",[]
222,F8WCF2,EIF4G1,Eukaryotic translation initiation factor 4 gamma 1,"['GO:0003729', 'GO:0003743']",[]
223,F8WCF4,SIRT2,NAD-dependent protein deacetylase sirtuin-2,['GO:0070403'],[]
224,F8WCI9,EAF2,ELL-associated factor 2,"['GO:0032783', 'GO:0006355']",[]
225,F8WCK4,GARS,Glycine--tRNA ligase,[],[]
226,F8WCQ2,SACM1L,Phosphatidylinositide phosphatase SAC1,[],[]
227,F8WCQ5,LGALS1,Galectin-1,[],[]
228,F8WCR0,REV1,DNA repair protein REV1,[],[]
229,F8WCS5,PREB,Prolactin regulatory element-binding protein,[],[]
230,F8WCV1,HJURP,Holliday junction recognition protein,"['GO:0005634', 'GO:0042393']",[]
231,F8WCZ8,FAM161A,Protein FAM161A,[],[]
232,F8WD15,IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,['GO:0003723'],[]
233,F8WD17,ATL2,Atlastin-2,[],[]
234,F8WD32,RAPGEF5,Rap guanine nucleotide exchange factor 5,"['GO:0005085', 'GO:0007264']",[]
235,F8WD57,PUM2,Pumilio homolog 2,[],[]
236,F8WD60,RNF168,E3 ubiquitin-protein ligase RNF168,[],[]
237,F8WD95,MBOAT7,Lysophospholipid acyltransferase 7,['GO:0016021'],[]
238,F8WDA0,XRN1,5'-3' exoribonuclease 1,"['GO:0004527', 'GO:0003676']",[]
239,F8WDC9,RFC2,Replication factor C subunit 2,[],[]
240,F8WDD2,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",[],[]
241,F8WDF3,PDCD10,Programmed cell death protein 10,[],[]
242,F8WDH7,FAM107B,Protein FAM107B,[],[]
243,F8WDI0,ATG3,Ubiquitin-like-conjugating enzyme ATG3,[],[]
244,F8WDI2,ACOT9,"Acyl-coenzyme A thioesterase 9, mitochondrial",[],[]
245,F8WDJ3,ATP6V1A,V-type proton ATPase catalytic subunit A,[],[]
246,F8WDJ8,PIK3CB,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform","['GO:0046854', 'GO:0048015']",[]
247,F8WDK1,KDM5C,Lysine-specific demethylase 5C,[],[]
248,F8WDL9,NUB1,NEDD8 ultimate buster 1,[],[]
249,F8WDM3,MCM2,DNA replication licensing factor MCM2,"['GO:0042555', 'GO:0005634', 'GO:0005524', 'GO:0003677', 'GO:0006270', 'GO:1905775']",[]
250,F8WDM8,COL24A1,Collagen alpha-1(XXIV) chain,[],[]
251,F8WDN7,SACM1L,Phosphatidylinositide phosphatase SAC1,['GO:0042578'],[]
252,F8WDQ2,ASZ1,"Ankyrin repeat, SAM and basic leucine zipper domain-containing protein 1",[],[]
253,F8WDU0,TAF1B,TATA box-binding protein-associated factor RNA polymerase I subunit B,[],[]
254,F8WDU7,HMGXB4,HMG domain-containing protein 4,[],[]
255,F8WDV0,IPO11,Importin-11,"['GO:0005634', 'GO:0008536', 'GO:0006886']",[]
256,F8WDW0,LMBR1,Limb region 1 protein homolog,['GO:0016021'],[]
257,F8WDW3,ARPC4,Actin-related protein 2/3 complex subunit 4,"['GO:0005885', 'GO:0030041', 'GO:0034314']",[]
258,F8WDY5,DLD,"Dihydrolipoyl dehydrogenase, mitochondrial",[],[]
259,F8WDY8,NA,Uncharacterized protein,[],[]
260,F8WE20,WDR75,WD repeat-containing protein 75,[],[]
261,F8WE49,RAD18,E3 ubiquitin-protein ligase RAD18,"['GO:0003697', 'GO:0061630', 'GO:0006301', 'GO:0006513']",[]
262,F8WE98,FLNA,Filamin-A,['GO:0051015'],[]
263,F8WEB1,ZNF655,Zinc finger protein 655,[],[]
264,F8WEC0,MMADHC,"Methylmalonic aciduria and homocystinuria type D protein, mitochondrial",['GO:0009235'],[]
265,F8WED3,CAPZA2,F-actin-capping protein subunit alpha-2,[],[]
266,F8WED5,MITD1,MIT domain-containing protein 1,[],[]
267,F8WEJ7,TAF6,Transcription initiation factor TFIID subunit 6,"['GO:0000124', 'GO:0046695', 'GO:0005669', 'GO:0046982', 'GO:0006357', 'GO:0006367']",[]
268,F8WEJ9,SMYD5,SET and MYND domain-containing protein 5,[],[]
269,F8WEL4,NUP35,Nucleoporin NUP35,[],[]
270,F8WEP8,UBP1,Upstream-binding protein 1,"['GO:0003700', 'GO:0006357']",[]
271,F8WEQ1,EMD,Emerin,[],[]
272,F8WES4,DOCK4,Dedicator of cytokinesis protein 4,"['GO:0005096', 'GO:0005085', 'GO:0007264']",[]
273,F8WEU3,LUC7L2,Putative RNA-binding protein Luc7-like 2,[],[]
274,F8WEW1,HAT1,Histone acetyltransferase type B catalytic subunit,[],[]
275,F8WEZ0,PIKFYVE,1-phosphatidylinositol 3-phosphate 5-kinase,[],[]
276,F8WF11,IFNGR2,Interferon gamma receptor 2,[],[]
277,F8WF18,EIF2A,Eukaryotic translation initiation factor 2A,[],[]
278,F8WF22,THOC7,THO complex subunit 7 homolog,"['GO:0000445', 'GO:0006397']",[]
279,F8WF30,IPO5,Importin-5,[],[]
280,F8WF45,TMF1,TATA element modulatory factor,[],[]
281,F8WF61,CYTIP,Cytohesin-interacting protein,[],[]
282,F8WF71,XPO1,Exportin-1,[],[]
283,F8WF79,GORASP2,Golgi reassembly-stacking protein 2,[],[]
284,F8WF89,MTHFD2,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",[],[]
285,F8WF91,CEP97,Centrosomal protein of 97 kDa,[],[]
286,F8WF99,CLEC2D,C-type lectin domain family 2 member D,['GO:0016021'],[]
287,F8WFE0,C7orf43,Uncharacterized protein C7orf43,[],[]
288,G3V0E5,TFRC,"Transferrin receptor (P90, CD71), isoform CRA_c","['GO:0005886', 'GO:0004998', 'GO:0033570', 'GO:0006879']",[]
289,G3V0H0,ORC5,Origin recognition complex subunit 5,"['GO:0005634', 'GO:0000808', 'GO:0006260']",[]
290,G3V1Q4,SEPT7,Septin-7,"['GO:0031105', 'GO:0005525']",[]
291,G3V1S3,DENND5B,DENN domain-containing protein 5B,[],[]
292,G3XAL2,EZH2,"Enhancer of zeste homolog 2 (Drosophila), isoform CRA_b",['GO:0018024'],[]
293,G3XAP1,COPS7A,"COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis), isoform CRA_b",['GO:0008180'],[]
294,G5E9B7,CYTH2,"Pleckstrin homology, Sec7 and coiled-coil domains 2 (Cytohesin-2), isoform CRA_c","['GO:0005086', 'GO:0032012']",[]
295,G5E9B8,ZNF180,Zinc finger protein 180,"['GO:0046872', 'GO:0003676', 'GO:0006355']",[]
296,G5E9R9,RO60,"Ro60, Y RNA-binding protein","['GO:0005829', 'GO:0005654', 'GO:0003723']",[]
297,G5E9S7,ARPC2,"Actin related protein 2/3 complex, subunit 2, 34kDa, isoform CRA_e","['GO:0005885', 'GO:0030041', 'GO:0034314']",[]
298,G5E9X3,FNDC3A,"Fibronectin type III domain containing 3A, isoform CRA_f",[],[]
299,G8JL90,FMR1,Synaptic functional regulator FMR1,"['GO:0030424', 'GO:1904115', 'GO:0043679', 'GO:0015030', 'GO:0030054', 'GO:0042995', 'GO:0010369', 'GO:0005694', 'GO:0000775', 'GO:0005737', 'GO:0036464', 'GO:0010494', 'GO:0005829', 'GO:0030425', 'GO:1902737', 'GO:0043197', 'GO:0044326', 'GO:0019897', 'GO:0032433', 'GO:0097386', 'GO:0030426', 'GO:1990812', 'GO:0016020', 'GO:1990124', 'GO:0005845', 'GO:0043005', 'GO:0043025', 'GO:0071598', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0043204', 'GO:0048471', 'GO:0005844', 'GO:0098794', 'GO:0014069', 'GO:0045211', 'GO:0098793', 'GO:0042734', 'GO:1990904', 'GO:0035770', 'GO:0045202', 'GO:0019034', 'GO:0003682', 'GO:0070840', 'GO:0002151', 'GO:0042802', 'GO:0044325', 'GO:0035064', 'GO:0008017', 'GO:0035198', 'GO:0003730', 'GO:0048027', 'GO:0003729', 'GO:0034046', 'GO:0008266', 'GO:0046982', 'GO:0042803', 'GO:0043022', 'GO:0003723', 'GO:0035613', 'GO:0033592', 'GO:1990825', 'GO:0035197', 'GO:0031369', 'GO:0045182', 'GO:0030371', 'GO:0008089', 'GO:0006974', 'GO:0072711', 'GO:0034644', 'GO:0098586', 'GO:0007417', 'GO:0031047', 'GO:0007215', 'GO:0044830', 'GO:0006397', 'GO:0051028', 'GO:2000766', 'GO:1900453', 'GO:1902373', 'GO:2000301', 'GO:0017148', 'GO:0045947', 'GO:1901386', 'GO:0060999', 'GO:0051491', 'GO:2000637', 'GO:0033129', 'GO:1901254', 'GO:1902416', 'GO:1901800', 'GO:0001934', 'GO:0002092', 'GO:2001022', 'GO:0045727', 'GO:0000381', 'GO:0048814', 'GO:0060998', 'GO:0051489', 'GO:0060964', 'GO:1905244', 'GO:0043488', 'GO:0098908', 'GO:0046928', 'GO:0099578', 'GO:0008380', 'GO:0016032']","['Fetal brain', 'Fetal brain', 'Liver', 'Fetal brain', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Liver']"
300,G8JLB2,XPNPEP1,Xaa-Pro aminopeptidase 1,"['GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0004177', 'GO:0030145', 'GO:0070006', 'GO:0042803', 'GO:0010815', 'GO:0006508']","['Lymphocyte', 'Pancreatic adenocarcinoma', 'Adipose tissue', 'Colon', 'Ovary', 'Placenta', 'Platelet', 'Liver']"
301,G8JLC2,PSMB5,Proteasome subunit beta type-5,[],[]
302,H0UI06,COX7A2,"Cytochrome c oxidase subunit 7A2, mitochondrial","['GO:0016021', 'GO:0005746', 'GO:0004129']",['Peripheral blood']
303,H0Y340,COP1,E3 ubiquitin-protein ligase COP1,[],[]
304,H0Y359,UBE3D,E3 ubiquitin-protein ligase E3D,[],[]
305,H0Y3Q9,FAM214A,Protein FAM214A,[],[]
306,H0Y3T0,ATRX,Transcriptional regulator ATRX,['GO:0005524'],[]
307,H0Y3V9,RPL36A-HNRNPH2,RPL36A-HNRNPH2 readthrough,"['GO:0005829', 'GO:0005783', 'GO:0005886', 'GO:0005840', 'GO:0003735', 'GO:0006412']",[]
308,H0Y498,EDEM3,ER degradation-enhancing alpha-mannosidase-like protein 3,"['GO:0004571', 'GO:1904382']",[]
309,H0Y4J1,BNC2,Zinc finger protein basonuclin-2,['GO:0003676'],[]
310,H0Y512,APMAP,Adipocyte plasma membrane-associated protein,"['GO:0016021', 'GO:0016844', 'GO:0009058']",[]
311,H0Y5D9,RC3H2,Roquin-2,[],[]
312,H0Y5H5,GPATCH3,G patch domain-containing protein 3,"['GO:0039536', 'GO:0032480']",[]
313,H0Y5X7,CNOT3,CCR4-NOT transcription complex subunit 3,"['GO:0030015', 'GO:0005634', 'GO:0006355']",[]
314,H0Y696,ALS2,Alsin,"['GO:0005089', 'GO:0035023']",[]
315,H0Y6F8,HLA-DPA1,"HLA class II histocompatibility antigen, DP alpha 1 chain",['GO:0016021'],[]
316,H0Y6I9,RBM39,RNA-binding protein 39,[],[]
317,H0Y7B4,BRPF3,Bromodomain and PHD finger-containing protein 3,['GO:0046872'],[]
318,H0Y7C6,MARCH8,E3 ubiquitin-protein ligase MARCH8,"['GO:0030659', 'GO:0031901', 'GO:0005768', 'GO:0016021', 'GO:0005765', 'GO:0005764', 'GO:0004842', 'GO:0008270', 'GO:0002250', 'GO:0000209']","['Testis', 'Testis', 'Erythroleukemia']"
319,H0Y8D9,U2SURP,U2 snRNP-associated SURP motif-containing protein,['GO:0003723'],[]
320,H0YQV0,PLPPR1,Phospholipid phosphatase related 1,"['GO:0016021', 'GO:0005654', 'GO:0007399']",[]
321,H3BLV3,BTBD7,BTB/POZ domain-containing protein 7,[],[]
322,H3BLZ8,DDX17,Probable ATP-dependent RNA helicase DDX17,"['GO:0005829', 'GO:0016020', 'GO:0016607', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0005524', 'GO:0003723', 'GO:0003724', 'GO:0008186', 'GO:0003713', 'GO:0000380', 'GO:0030521', 'GO:0051607', 'GO:0001837', 'GO:0031047', 'GO:0030520', 'GO:0010586', 'GO:0045445', 'GO:0045944', 'GO:0000381', 'GO:2001014', 'GO:0006357', 'GO:0006396', 'GO:0006364']","['Amygdala', 'Skin', 'Cervix carcinoma', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver', 'Colon carcinoma']"
323,H3BT15,IL16,Pro-interleukin-16,[],[]
324,H3BUI7,UBE2F-SCLY,UBE2F-SCLY readthrough (NMD candidate),[],[]
325,H7BXF6,PNPT1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial","['GO:0004654', 'GO:0003723', 'GO:0006402']",[]
326,H7BXM8,ARMC10,Armadillo repeat-containing protein 10,['GO:0016021'],[]
327,H7BXS3,PIP4K2A,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,"['GO:0005524', 'GO:0016307']",[]
328,H7BXZ7,PRPF40A,Pre-mRNA-processing factor 40 homolog A,['GO:0045292'],[]
329,H7BY37,KMT2C,Histone-lysine N-methyltransferase 2C,"['GO:0044666', 'GO:0042800', 'GO:0046872']",[]
330,H7BY40,CRCP,DNA-directed RNA polymerase III subunit RPC9,[],[]
331,H7BYF7,KDELR2,ER lumen protein-retaining receptor 2,"['GO:0005783', 'GO:0016021', 'GO:0046923', 'GO:0006621']",[]
332,H7BYU9,C20orf27,UPF0687 protein C20orf27,[],[]
333,H7BYZ3,NA,Uncharacterized protein,"['GO:0005643', 'GO:0005509', 'GO:0003723', 'GO:0043130', 'GO:0000972']",[]
334,H7BZ74,FYCO1,FYVE and coiled-coil domain-containing protein 1,['GO:0043231'],[]
335,H7BZ93,SETD2,Histone-lysine N-methyltransferase SETD2,"['GO:0005634', 'GO:0018024']",[]
336,H7BZC2,SYNJ1,Synaptojanin-1,"['GO:0098793', 'GO:0034595', 'GO:0046856', 'GO:0048488']",[]
337,H7C0F1,CAPN7,Calpain-7,['GO:0004198'],[]
338,H7C0M7,METTL5,Methyltransferase-like protein 5,"['GO:0008168', 'GO:0003676']",[]
339,H7C0R3,QARS,Glutamine--tRNA ligase,"['GO:0005829', 'GO:0004812', 'GO:0005524', 'GO:0006418']",[]
340,H7C133,EIF3L,Eukaryotic translation initiation factor 3 subunit L,[],[]
341,H7C142,BNIP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,[],[]
342,H7C167,ANLN,Anillin,[],[]
343,H7C1H3,DCAF17,DDB1- and CUL4-associated factor 17,['GO:0016567'],[]
344,H7C1H4,OPTN,Optineurin,"['GO:0031410', 'GO:0005794', 'GO:0070530', 'GO:0006914', 'GO:0016192']",[]
345,H7C1Q2,SETD5,SET domain-containing protein 5,[],[]
346,H7C1Y4,LMBR1,Limb region 1 protein homolog,['GO:0016021'],[]
347,H7C207,R3HDM1,R3H domain-containing protein 1,[],[]
348,H7C250,NDUFAF6,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",[],[]
349,H7C2E8,TRMT61B,"tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial","['GO:0031515', 'GO:0016429']",[]
350,H7C2R0,SHISA5,Protein shisa-5,[],[]
351,H7C3A0,EIF3L,Eukaryotic translation initiation factor 3 subunit L,[],[]
352,H7C3A3,TTC27,Tetratricopeptide repeat protein 27,[],[]
353,H7C3C4,SLC4A7,Anion exchange protein,"['GO:0016021', 'GO:0005452']",[]
354,H7C3S0,CRYZL1,Quinone oxidoreductase-like protein 1,[],[]
355,H7C434,FEZ2,Fasciculation and elongation protein zeta-2,[],[]
356,H7C4T7,LIN9,Protein lin-9 homolog,"['GO:0005654', 'GO:0017053', 'GO:0006351']",[]
357,H7C4V4,NOS3,"Nitric oxide synthase, endothelial",['GO:0016491'],[]
358,H7C4Y5,CEP97,Centrosomal protein of 97 kDa,[],[]
359,H7C4Z7,WWTR1,WW domain-containing transcription regulator protein 1,[],[]
360,H7C560,BRAF,Serine/threonine-protein kinase B-raf,"['GO:0005524', 'GO:0046872', 'GO:0004674', 'GO:0035556']",[]
361,H7C5C3,PIK3CB,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform","['GO:0046854', 'GO:0048015']",[]
362,H7C5C4,KMT2E,Inactive histone-lysine N-methyltransferase 2E,[],[]
363,H7C5P7,TMEM39A,Transmembrane protein 39A,[],[]
364,H7C5R6,ARID4B,AT-rich interactive domain-containing protein 4B,['GO:0006355'],[]
365,H7C5T1,IMPDH1,Inosine-5'-monophosphate dehydrogenase 1,"['GO:0003824', 'GO:0055114']",[]
366,H7C603,SNX27,Sorting nexin-27,[],[]
367,H9KV32,CD200R1,Cell surface glycoprotein CD200 receptor 1,"['GO:0016021', 'GO:0038023', 'GO:0150077']",[]
368,H9KV87,PCNX4,Pecanex-like protein 4,['GO:0016021'],[]
369,H9KVB4,TNRC18,Trinucleotide repeat-containing gene 18 protein,"['GO:0005829', 'GO:0005739', 'GO:0031965', 'GO:0005654', 'GO:0005634', 'GO:0003682']",[]
370,I1YNZ6,LMP-2A,K15,"['GO:0033644', 'GO:0016021', 'GO:0019042']",[]
371,I3L2J4,PRPSAP2,Phosphoribosyl pyrophosphate synthase-associated protein 2,"['GO:0000287', 'GO:0004749', 'GO:0009165']",[]
372,J3KMW2,VTI1B,Vesicle transport through interaction with t-SNAREs homolog 1B,[],[]
373,J3KMZ7,INTS2,Integrator complex subunit 2,"['GO:0032039', 'GO:0016180']",[]
374,J3KN18,CPEB2,Cytoplasmic polyadenylation element-binding protein 2,"['GO:0003730', 'GO:0045182']",[]
375,J3KN20,CREBZF,CREB/ATF bZIP transcription factor,['GO:0003700'],[]
376,J3KN32,RCOR1,REST corepressor 1,"['GO:1990391', 'GO:0005654', 'GO:0005634', 'GO:0005667', 'GO:0017053', 'GO:0003700', 'GO:0000981', 'GO:0001227', 'GO:0004407', 'GO:0008134', 'GO:0044212', 'GO:0007596', 'GO:0070933', 'GO:0045892', 'GO:0016032']","['Lymph', 'Cervix carcinoma', 'Bone marrow', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
377,J3KN43,TMEM33,Transmembrane protein 33,['GO:0016021'],[]
378,J3KN48,ATP6V0E1,V-type proton ATPase subunit e 1,"['GO:0016021', 'GO:0033179', 'GO:0015078', 'GO:0015991']",[]
379,J3KN59,BNIP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,"['GO:0005814', 'GO:0031616', 'GO:0001824', 'GO:0007098', 'GO:0043410', 'GO:0045666', 'GO:0051057', 'GO:0051146']",[]
380,J3KN78,FBXO10,F-box only protein 10,[],[]
381,J3KN89,FAU,40S ribosomal protein S30,[],[]
382,J3KNB2,ABI2,Abl interactor 2,['GO:0008154'],[]
383,J3KNB3,DAPP1,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,[],[]
384,J3KNC2,NAA30,N-alpha-acetyltransferase 30,[],[]
385,J3KNE1,CDKN2AIP,CDKN2A-interacting protein,[],[]
386,J3KNE3,PAFAH1B2,Platelet-activating factor acetylhydrolase IB subunit beta,"['GO:0005829', 'GO:0001650', 'GO:0005730', 'GO:0005886']",[]
387,J3KNF3,TET3,Methylcytosine dioxygenase TET3,"['GO:0070579', 'GO:0006211', 'GO:0080111']",[]
388,J3KNG4,SCFD1,Sec1 family domain-containing protein 1,['GO:0006904'],[]
389,J3KNG8,FNIP1,Folliculin-interacting protein 1,[],[]
390,J3KNI2,C8orf82,UPF0598 protein C8orf82,[],[]
